"","subid","uuid","gender","trial_no","condition","test_trial","date_completed","age_in_weeks","exp_start","trial_duration","trial_start","trial_end","trial_start_video","trial_end_video","noun_image","noun_image_position","verb_image","verb_image_position","trial_audio"
"258","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",10,"verb","83-test-trial-event-10","2021-04-09",1890,2021-08-09 20:10:19,8.012,2021-08-09 20:15:28,2021-08-09 20:15:36,308267.999887466,316269.000053406,"vash_noun","right","vash_verb","left","vash"
"259","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",11,"verb","91-test-trial-event-11","2021-04-09",1890,2021-08-09 20:10:19,8.018,2021-08-09 20:16:02,2021-08-09 20:16:10,343152.99987793,351155.999898911,"nup_noun","right","nup_verb","left","nup"
"260","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",12,"verb","98-test-trial-event-12","2021-04-09",1890,2021-08-09 20:10:19,8.016,2021-08-09 20:16:32,2021-08-09 20:16:40,372214.999914169,380217.000007629,"dax_noun","right","dax_verb","left","dax"
"261","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",9,"baseline","76-test-trial-event-9","2021-04-10",2070,2021-08-10 11:39:49,8.013,2021-08-10 11:44:25,2021-08-10 11:44:33,275940.999984741,283941.999912262,"nup_noun","right","nup_verb","left","nup"
"262","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",10,"baseline","83-test-trial-event-10","2021-04-10",2070,2021-08-10 11:39:49,8.013,2021-08-10 11:44:54,2021-08-10 11:45:02,304608.999967575,312610.999822617,"smick_noun","left","smick_verb","right","smick"
"263","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",11,"baseline","91-test-trial-event-11","2021-04-10",2070,2021-08-10 11:39:49,8.012,2021-08-10 11:45:28,2021-08-10 11:45:36,339187.99996376,347188.999891281,"vash_noun","right","vash_verb","left","vash"
"264","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",12,"baseline","98-test-trial-event-12","2021-04-10",2070,2021-08-10 11:39:49,8.013,2021-08-10 11:45:57,2021-08-10 11:46:05,367809.000015259,375809.99994278,"dax_noun","right","dax_verb","left","dax"
"265","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",9,"verb","76-test-trial-event-9","2021-04-10",2130,2021-08-10 12:30:59,8.021,2021-08-10 12:35:41,2021-08-10 12:35:49,281944.000005722,289948.999881744,"smick_noun","right","smick_verb","left","smick"
"266","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",10,"verb","83-test-trial-event-10","2021-04-10",2130,2021-08-10 12:30:59,8.022,2021-08-10 12:36:11,2021-08-10 12:36:19,312111.999988556,320115.999937057,"dax_noun","left","dax_verb","right","dax"
"267","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",11,"verb","91-test-trial-event-11","2021-04-10",2130,2021-08-10 12:30:59,8.014,2021-08-10 12:36:46,2021-08-10 12:36:54,347546.999931335,355549.000024796,"nup_noun","right","nup_verb","left","nup"
"268","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",12,"verb","98-test-trial-event-12","2021-04-10",2130,2021-08-10 12:30:59,8.03,2021-08-10 12:37:16,2021-08-10 12:37:24,376832.999944687,384840.99984169,"vash_noun","right","vash_verb","left","vash"
"269","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",9,"verb","76-test-trial-event-9","2021-04-10",1380,2021-08-10 13:08:40,8.021,2021-08-10 13:13:20,2021-08-10 13:13:28,280101.999998093,288106.999874115,"nup_noun","right","nup_verb","left","nup"
"270","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",10,"verb","83-test-trial-event-10","2021-04-10",1380,2021-08-10 13:08:40,8.032,2021-08-10 13:13:49,2021-08-10 13:13:57,309092.000007629,317096.999883652,"dax_noun","left","dax_verb","right","dax"
"271","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",11,"verb","91-test-trial-event-11","2021-04-10",1380,2021-08-10 13:08:40,8.017,2021-08-10 13:14:24,2021-08-10 13:14:32,344151.999950409,352154.99997139,"vash_noun","left","vash_verb","right","vash"
"272","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",12,"verb","98-test-trial-event-12","2021-04-10",1380,2021-08-10 13:08:40,8.015,2021-08-10 13:14:55,2021-08-10 13:15:03,375742.000102997,383746.999979019,"smick_noun","left","smick_verb","right","smick"
"273","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",9,"baseline","76-test-trial-event-9","2021-04-10",1140,2021-08-10 22:51:28,8.026,2021-08-10 22:56:08,2021-08-10 22:56:16,280012.999773026,288018.999814987,"smick_noun","right","smick_verb","left","smick"
"274","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",10,"baseline","83-test-trial-event-10","2021-04-10",1140,2021-08-10 22:51:28,8.029,2021-08-10 22:56:37,2021-08-10 22:56:45,309293.999910355,317301.999807358,"dax_noun","right","dax_verb","left","dax"
"275","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",11,"baseline","91-test-trial-event-11","2021-04-10",1140,2021-08-10 22:51:28,8.02,2021-08-10 22:57:13,2021-08-10 22:57:21,344936.999797821,352938.999891281,"vash_noun","right","vash_verb","left","vash"
"276","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",12,"baseline","98-test-trial-event-12","2021-04-10",1140,2021-08-10 22:51:28,8.03,2021-08-10 22:57:42,2021-08-10 22:57:50,374360.999822617,382363.999843597,"nup_noun","left","nup_verb","right","nup"
"277","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",9,"verb","76-test-trial-event-9","2021-04-11",1110,2021-08-11 11:58:07,8.028,2021-08-11 12:02:52,2021-08-11 12:03:00,284664.999961853,292668.999910355,"smick_noun","left","smick_verb","right","smick"
"278","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",10,"verb","83-test-trial-event-10","2021-04-11",1110,2021-08-11 11:58:07,8.038,2021-08-11 12:03:21,2021-08-11 12:03:29,314322.000026703,322325.000047684,"dax_noun","left","dax_verb","right","dax"
"279","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",11,"verb","91-test-trial-event-11","2021-04-11",1110,2021-08-11 11:58:07,8.024,2021-08-11 12:03:57,2021-08-11 12:04:05,350154.99997139,358157.999992371,"vash_noun","left","vash_verb","right","vash"
"280","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",12,"verb","98-test-trial-event-12","2021-04-11",1110,2021-08-11 11:58:07,8.028,2021-08-11 12:04:26,2021-08-11 12:04:34,379539.000034332,387543.999910355,"nup_noun","left","nup_verb","right","nup"
"281","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",9,"baseline","76-test-trial-event-9","2021-04-11",1950,2021-08-11 12:35:58,8.03,2021-08-11 12:40:41,2021-08-11 12:40:49,283358.000040054,291361.000061035,"dax_noun","left","dax_verb","right","dax"
"282","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",10,"baseline","83-test-trial-event-10","2021-04-11",1950,2021-08-11 12:35:58,8.045,2021-08-11 12:41:10,2021-08-11 12:41:18,312807.999849319,320809.99994278,"nup_noun","left","nup_verb","right","nup"
"283","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",11,"baseline","91-test-trial-event-11","2021-04-11",1950,2021-08-11 12:35:58,8.025,2021-08-11 12:41:46,2021-08-11 12:41:54,348563.999891281,356566.999912262,"vash_noun","left","vash_verb","right","vash"
"284","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",12,"baseline","98-test-trial-event-12","2021-04-11",1950,2021-08-11 12:35:58,8.033,2021-08-11 12:42:16,2021-08-11 12:42:24,378103.999853134,386108.999967575,"smick_noun","left","smick_verb","right","smick"
"285","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",9,"verb","76-test-trial-event-9","2021-04-11",1590,2021-08-11 14:11:06,8.004,2021-08-11 14:15:40,2021-08-11 14:15:48,273068.000078201,281069.000005722,"vash_noun","left","vash_verb","right","vash"
"286","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",10,"verb","83-test-trial-event-10","2021-04-11",1590,2021-08-11 14:11:06,8.005,2021-08-11 14:16:08,2021-08-11 14:16:16,301571.000099182,309572.000026703,"nup_noun","right","nup_verb","left","nup"
"287","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",11,"verb","91-test-trial-event-11","2021-04-11",1590,2021-08-11 14:11:06,8.005,2021-08-11 14:16:42,2021-08-11 14:16:50,335882.999897003,343884.000062943,"dax_noun","right","dax_verb","left","dax"
"288","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",12,"verb","98-test-trial-event-12","2021-04-11",1590,2021-08-11 14:11:06,8.004,2021-08-11 14:17:11,2021-08-11 14:17:19,364298.000097275,372299.000024796,"smick_noun","right","smick_verb","left","smick"
"289","42446","a17864f3-7abb-46ed-8085-cba3148b1c1a","f",9,"verb","76-test-trial-event-9","2021-04-11",1800,2021-08-11 14:52:20,8.019,2021-08-11 14:56:58,2021-08-11 14:57:06,277930.999994278,285931.999921799,"vash_noun","right","vash_verb","left","vash"
"290","42446","a17864f3-7abb-46ed-8085-cba3148b1c1a","f",10,"verb","83-test-trial-event-10","2021-04-11",1800,2021-08-11 14:52:20,8.019,2021-08-11 14:57:27,2021-08-11 14:57:35,307006.000041962,315009.999990463,"nup_noun","right","nup_verb","left","nup"
"291","42446","a17864f3-7abb-46ed-8085-cba3148b1c1a","f",11,"verb","91-test-trial-event-11","2021-04-11",1800,2021-08-11 14:52:20,8.014,2021-08-11 14:58:02,2021-08-11 14:58:10,342051.000118256,350052.999973297,"dax_noun","left","dax_verb","right","dax"
"292","42446","a17864f3-7abb-46ed-8085-cba3148b1c1a","f",12,"verb","98-test-trial-event-12","2021-04-11",1800,2021-08-11 14:52:20,8.023,2021-08-11 14:58:30,2021-08-11 14:58:38,370847.00012207,378852.999925613,"smick_noun","left","smick_verb","right","smick"
"293","42447","d80574fc-a0e7-4e7e-979a-f301b701163e","f",9,"verb","76-test-trial-event-9","2021-04-11",1800,2021-08-11 14:51:16,8.01,2021-08-11 14:55:50,2021-08-11 14:55:58,274020.999908447,282023.000001907,"vash_noun","left","vash_verb","right","vash"
"294","42447","d80574fc-a0e7-4e7e-979a-f301b701163e","f",10,"verb","83-test-trial-event-10","2021-04-11",1800,2021-08-11 14:51:16,8.008,2021-08-11 14:56:19,2021-08-11 14:56:27,302710.000038147,310710.999965668,"nup_noun","right","nup_verb","left","nup"
"295","42447","d80574fc-a0e7-4e7e-979a-f301b701163e","f",11,"verb","91-test-trial-event-11","2021-04-11",1800,2021-08-11 14:51:16,8.011,2021-08-11 14:56:54,2021-08-11 14:57:02,337220.999956131,345221.999883652,"smick_noun","right","smick_verb","left","smick"
"296","42447","d80574fc-a0e7-4e7e-979a-f301b701163e","f",12,"verb","98-test-trial-event-12","2021-04-11",1800,2021-08-11 14:51:16,8.012,2021-08-11 14:57:22,2021-08-11 14:57:30,365730.999946594,373731.999874115,"dax_noun","left","dax_verb","right","dax"
"297","42448","86fb34b8-011a-485d-88b2-6fdcd4ccf987","m",9,"verb","76-test-trial-event-9","2021-04-11",1380,2021-08-11 14:56:58,8.049,2021-08-11 15:01:34,2021-08-11 15:01:42,276692.000150681,284694.000005722,"vash_noun","left","vash_verb","right","vash"
"298","42448","86fb34b8-011a-485d-88b2-6fdcd4ccf987","m",10,"verb","83-test-trial-event-10","2021-04-11",1380,2021-08-11 14:56:58,8.015,2021-08-11 15:02:03,2021-08-11 15:02:11,305618.000030518,313620.000123978,"nup_noun","right","nup_verb","left","nup"
"299","42448","86fb34b8-011a-485d-88b2-6fdcd4ccf987","m",11,"verb","91-test-trial-event-11","2021-04-11",1380,2021-08-11 14:56:58,8.017,2021-08-11 15:02:38,2021-08-11 15:02:46,340254.00018692,348255.000114441,"dax_noun","right","dax_verb","left","dax"
"300","42448","86fb34b8-011a-485d-88b2-6fdcd4ccf987","m",12,"verb","98-test-trial-event-12","2021-04-11",1380,2021-08-11 14:56:58,8.013,2021-08-11 15:03:07,2021-08-11 15:03:15,368962.000131607,376963.000059128,"smick_noun","left","smick_verb","right","smick"
"301","42450","db3ccdbe-6519-44c3-96dd-71e8f39710fc","m",9,"baseline","76-test-trial-event-9","2021-04-11",1800,2021-08-11 15:05:04,8.012,2021-08-11 15:09:38,2021-08-11 15:09:46,274023.000001907,282023.999929428,"nup_noun","right","nup_verb","left","nup"
"302","42450","db3ccdbe-6519-44c3-96dd-71e8f39710fc","m",10,"baseline","83-test-trial-event-10","2021-04-11",1800,2021-08-11 15:05:04,8.008,2021-08-11 15:10:07,2021-08-11 15:10:15,302549.999952316,310550.999879837,"dax_noun","left","dax_verb","right","dax"
"303","42450","db3ccdbe-6519-44c3-96dd-71e8f39710fc","m",11,"baseline","91-test-trial-event-11","2021-04-11",1800,2021-08-11 15:05:04,8.009,2021-08-11 15:10:42,2021-08-11 15:10:50,338016.999959946,346017.999887466,"smick_noun","right","smick_verb","left","smick"
"304","42450","db3ccdbe-6519-44c3-96dd-71e8f39710fc","m",12,"baseline","98-test-trial-event-12","2021-04-11",1800,2021-08-11 15:05:04,8.01,2021-08-11 15:11:11,2021-08-11 15:11:19,366618.000030518,374618.999958038,"vash_noun","left","vash_verb","right","vash"
"305","42455","3cd3767d-1af5-43fe-8af6-12c213af5431","m",9,"baseline","76-test-trial-event-9","2021-04-11",2040,2021-08-11 07:18:25,8.02,2021-08-11 07:23:24,2021-08-11 07:23:32,298414.000034332,306421.000003815,"vash_noun","left","vash_verb","right","vash"
"306","42455","3cd3767d-1af5-43fe-8af6-12c213af5431","m",10,"baseline","83-test-trial-event-10","2021-04-11",2040,2021-08-11 07:18:25,8.02,2021-08-11 07:23:55,2021-08-11 07:24:03,329088.000059128,337092.000007629,"nup_noun","left","nup_verb","right","nup"
"307","42455","3cd3767d-1af5-43fe-8af6-12c213af5431","m",11,"baseline","91-test-trial-event-11","2021-04-11",2040,2021-08-11 07:18:25,8.033,2021-08-11 07:24:35,2021-08-11 07:24:43,369344.000101089,377348.999977112,"dax_noun","right","dax_verb","left","dax"
"308","42455","3cd3767d-1af5-43fe-8af6-12c213af5431","m",12,"baseline","98-test-trial-event-12","2021-04-11",2040,2021-08-11 07:18:25,8.034,2021-08-11 07:25:06,2021-08-11 07:25:14,400153.000116348,408161.000013351,"smick_noun","left","smick_verb","right","smick"
"309","42460","cd18ed89-aad7-4042-a86f-bb9dbdb184c4","f",9,"baseline","76-test-trial-event-9","2021-04-11",1830,2021-08-11 18:03:49,8.02,2021-08-11 18:08:25,2021-08-11 18:08:33,276684.000015259,284685.9998703,"vash_noun","left","vash_verb","right","vash"
"310","42460","cd18ed89-aad7-4042-a86f-bb9dbdb184c4","f",10,"baseline","83-test-trial-event-10","2021-04-11",1830,2021-08-11 18:03:49,8.02,2021-08-11 18:08:54,2021-08-11 18:09:02,305680.999994278,313681.999921799,"nup_noun","left","nup_verb","right","nup"
"311","42460","cd18ed89-aad7-4042-a86f-bb9dbdb184c4","f",11,"baseline","91-test-trial-event-11","2021-04-11",1830,2021-08-11 18:03:49,8.019,2021-08-11 18:09:29,2021-08-11 18:09:37,340690.999984741,348692.999839783,"smick_noun","right","smick_verb","left","smick"
"312","42460","cd18ed89-aad7-4042-a86f-bb9dbdb184c4","f",12,"baseline","98-test-trial-event-12","2021-04-11",1830,2021-08-11 18:03:49,8.014,2021-08-11 18:09:58,2021-08-11 18:10:06,369495.99981308,377496.999979019,"dax_noun","right","dax_verb","left","dax"
"313","42473","483eb34a-46c3-49df-9c52-83686ad8d0e8","f",9,"verb","76-test-trial-event-9","2021-04-11",2070,2021-08-11 19:52:16,8.017,2021-08-11 19:56:53,2021-08-11 19:57:01,276523.999929428,284526.999950409,"vash_noun","right","vash_verb","left","vash"
"314","42473","483eb34a-46c3-49df-9c52-83686ad8d0e8","f",10,"verb","83-test-trial-event-10","2021-04-11",2070,2021-08-11 19:52:16,8.025,2021-08-11 19:57:21,2021-08-11 19:57:29,305391.000032425,313394.000053406,"dax_noun","left","dax_verb","right","dax"
"315","42473","483eb34a-46c3-49df-9c52-83686ad8d0e8","f",11,"verb","91-test-trial-event-11","2021-04-11",2070,2021-08-11 19:52:16,8.066,2021-08-11 19:57:56,2021-08-11 19:58:04,340210.999965668,348211.999893188,"smick_noun","left","smick_verb","right","smick"
"316","42473","483eb34a-46c3-49df-9c52-83686ad8d0e8","f",12,"verb","98-test-trial-event-12","2021-04-11",2070,2021-08-11 19:52:16,8.013,2021-08-11 19:58:25,2021-08-11 19:58:33,368911.999940872,376914.999961853,"nup_noun","right","nup_verb","left","nup"
"317","42490","0931b78d-3b28-43ad-9981-86b40784cbff","f",9,"baseline","76-test-trial-event-9","2021-04-11",1770,2021-08-11 23:06:58,8.01,2021-08-11 23:11:33,2021-08-11 23:11:41,274851.999998093,282852.999925613,"vash_noun","right","vash_verb","left","vash"
"318","42490","0931b78d-3b28-43ad-9981-86b40784cbff","f",10,"baseline","83-test-trial-event-10","2021-04-11",1770,2021-08-11 23:06:58,8.007,2021-08-11 23:12:01,2021-08-11 23:12:09,303516.999959946,311517.999887466,"dax_noun","right","dax_verb","left","dax"
"319","42490","0931b78d-3b28-43ad-9981-86b40784cbff","f",11,"baseline","91-test-trial-event-11","2021-04-11",1770,2021-08-11 23:06:58,8.008,2021-08-11 23:12:36,2021-08-11 23:12:44,338340.99984169,346342.99993515,"smick_noun","right","smick_verb","left","smick"
"320","42490","0931b78d-3b28-43ad-9981-86b40784cbff","f",12,"baseline","98-test-trial-event-12","2021-04-11",1770,2021-08-11 23:06:58,8.008,2021-08-11 23:13:05,2021-08-11 23:13:13,366866.999864578,374868.000030518,"nup_noun","left","nup_verb","right","nup"
"321","42508","af909bc0-3f73-40af-a90f-7973c1fe335f","m",9,"verb","76-test-trial-event-9","2021-04-12",1110,2021-08-12 13:00:10,8.014,2021-08-12 13:04:45,2021-08-12 13:04:53,275678.999900818,283684.000015259,"dax_noun","left","dax_verb","right","dax"
"322","42508","af909bc0-3f73-40af-a90f-7973c1fe335f","m",10,"verb","83-test-trial-event-10","2021-04-12",1110,2021-08-12 13:00:10,8.022,2021-08-12 13:05:14,2021-08-12 13:05:22,304369.999885559,312371.000051498,"smick_noun","right","smick_verb","left","smick"
"323","42508","af909bc0-3f73-40af-a90f-7973c1fe335f","m",11,"verb","91-test-trial-event-11","2021-04-12",1110,2021-08-12 13:00:10,8.012,2021-08-12 13:05:49,2021-08-12 13:05:57,338881.999969482,346884.999990463,"nup_noun","left","nup_verb","right","nup"
"324","42508","af909bc0-3f73-40af-a90f-7973c1fe335f","m",12,"verb","98-test-trial-event-12","2021-04-12",1110,2021-08-12 13:00:10,8.009,2021-08-12 13:06:17,2021-08-12 13:06:25,367490.000009537,375491.999864578,"vash_noun","right","vash_verb","left","vash"
"325","42626","2ad22ab9-ebb8-4d59-98fc-efead0cc8579","f",9,"baseline","76-test-trial-event-9","2021-04-12",1590,2021-08-12 23:57:41,8.01,2021-08-13 00:02:17,2021-08-13 00:02:25,276108.999967575,284109.999895096,"nup_noun","left","nup_verb","right","nup"
"326","42626","2ad22ab9-ebb8-4d59-98fc-efead0cc8579","f",10,"baseline","83-test-trial-event-10","2021-04-12",1590,2021-08-12 23:57:41,8.012,2021-08-13 00:02:45,2021-08-13 00:02:53,304796.000003815,312796.999931335,"smick_noun","left","smick_verb","right","smick"
"327","42626","2ad22ab9-ebb8-4d59-98fc-efead0cc8579","f",11,"baseline","91-test-trial-event-11","2021-04-12",1590,2021-08-12 23:57:41,8.011,2021-08-13 00:03:20,2021-08-13 00:03:28,339546.999931335,347547.999858856,"vash_noun","left","vash_verb","right","vash"
"328","42626","2ad22ab9-ebb8-4d59-98fc-efead0cc8579","f",12,"baseline","98-test-trial-event-12","2021-04-12",1590,2021-08-12 23:57:41,8.01,2021-08-13 00:03:49,2021-08-13 00:03:57,368213.999986649,376214.999914169,"dax_noun","right","dax_verb","left","dax"
"329","42706","fef66e0f-e517-4636-950e-3042553a0d66","f",9,"baseline","76-test-trial-event-9","2021-04-13",1380,2021-08-13 19:58:14,8.005,2021-08-13 20:03:02,2021-08-13 20:03:10,287484.000205994,295485.000133514,"vash_noun","right","vash_verb","left","vash"
"330","42706","fef66e0f-e517-4636-950e-3042553a0d66","f",10,"baseline","83-test-trial-event-10","2021-04-13",1380,2021-08-13 19:58:14,8.005,2021-08-13 20:03:32,2021-08-13 20:03:40,318006.000041962,326007.000207901,"nup_noun","right","nup_verb","left","nup"
"331","42706","fef66e0f-e517-4636-950e-3042553a0d66","f",11,"baseline","91-test-trial-event-11","2021-04-13",1380,2021-08-13 19:58:14,8.005,2021-08-13 20:04:10,2021-08-13 20:04:18,355394.999980927,363397.000074387,"dax_noun","right","dax_verb","left","dax"
"332","42706","fef66e0f-e517-4636-950e-3042553a0d66","f",12,"baseline","98-test-trial-event-12","2021-04-13",1380,2021-08-13 19:58:14,8.005,2021-08-13 20:04:39,2021-08-13 20:04:47,385182.000160217,393183.000087738,"smick_noun","right","smick_verb","left","smick"
"333","42800","fa044145-4c35-4a26-9296-eebe2b220aa9","m",9,"baseline","76-test-trial-event-9","2021-04-14",2160,2021-08-14 20:26:54,8.034,2021-08-14 20:31:38,2021-08-14 20:31:46,283832.999944687,291840.99984169,"nup_noun","left","nup_verb","right","nup"
"334","42800","fa044145-4c35-4a26-9296-eebe2b220aa9","m",10,"baseline","83-test-trial-event-10","2021-04-14",2160,2021-08-14 20:26:54,8.026,2021-08-14 20:32:07,2021-08-14 20:32:15,313157.999992371,321162.999868393,"smick_noun","left","smick_verb","right","smick"
"335","42800","fa044145-4c35-4a26-9296-eebe2b220aa9","m",11,"baseline","91-test-trial-event-11","2021-04-14",2160,2021-08-14 20:26:54,8.023,2021-08-14 20:32:42,2021-08-14 20:32:50,348549.999952316,356553.999900818,"vash_noun","left","vash_verb","right","vash"
"336","42800","fa044145-4c35-4a26-9296-eebe2b220aa9","m",12,"baseline","98-test-trial-event-12","2021-04-14",2160,2021-08-14 20:26:54,8.031,2021-08-14 20:33:12,2021-08-14 20:33:20,377921.000003815,385925.999879837,"dax_noun","right","dax_verb","left","dax"
"337","42821","e66eaa6a-af71-4fcf-8553-6eeacf2dfb11","f",9,"verb","76-test-trial-event-9","2021-04-14",1830,2021-08-14 21:36:30,8.016,2021-08-14 21:41:07,2021-08-14 21:41:16,277309.99994278,285312.00003624,"vash_noun","left","vash_verb","right","vash"
"338","42821","e66eaa6a-af71-4fcf-8553-6eeacf2dfb11","f",10,"verb","83-test-trial-event-10","2021-04-14",1830,2021-08-14 21:36:30,8.013,2021-08-14 21:41:36,2021-08-14 21:41:44,306258.000135422,314259.999990463,"nup_noun","left","nup_verb","right","nup"
"339","42821","e66eaa6a-af71-4fcf-8553-6eeacf2dfb11","f",11,"verb","91-test-trial-event-11","2021-04-14",1830,2021-08-14 21:36:30,8.015,2021-08-14 21:42:11,2021-08-14 21:42:19,341230.000019073,349230.999946594,"smick_noun","right","smick_verb","left","smick"
"340","42821","e66eaa6a-af71-4fcf-8553-6eeacf2dfb11","f",12,"verb","98-test-trial-event-12","2021-04-14",1830,2021-08-14 21:36:30,8.012,2021-08-14 21:42:40,2021-08-14 21:42:48,370275.000095367,378276.999950409,"dax_noun","right","dax_verb","left","dax"
"341","42835","8b1c8e8b-4941-4d38-a19d-06bcb6a80a6a","f",9,"verb","76-test-trial-event-9","2021-04-15",2040,2021-08-15 00:28:53,8.039,2021-08-15 00:33:38,2021-08-15 00:33:46,285536.999940872,293546.999931335,"dax_noun","left","dax_verb","right","dax"
"342","42835","8b1c8e8b-4941-4d38-a19d-06bcb6a80a6a","f",10,"verb","83-test-trial-event-10","2021-04-15",2040,2021-08-15 00:28:53,8.039,2021-08-15 00:34:08,2021-08-15 00:34:16,315457.000017166,323460.000038147,"smick_noun","right","smick_verb","left","smick"
"343","42835","8b1c8e8b-4941-4d38-a19d-06bcb6a80a6a","f",11,"verb","91-test-trial-event-11","2021-04-15",2040,2021-08-15 00:28:53,8.018,2021-08-15 00:34:44,2021-08-15 00:34:52,351271.000146866,359273.999929428,"nup_noun","right","nup_verb","left","nup"
"344","42835","8b1c8e8b-4941-4d38-a19d-06bcb6a80a6a","f",12,"verb","98-test-trial-event-12","2021-04-15",2040,2021-08-15 00:28:53,8.032,2021-08-15 00:35:14,2021-08-15 00:35:22,381103.000164032,389108.000040054,"vash_noun","right","vash_verb","left","vash"
