"","timebin","condition","timebin_prop_action","girls_end","novel_word_end"
"242",2000,"noun",0.415730337078652,476.998091889458,1224.15567180499
"243",2000,"verb",0.705128205128205,476.998091889458,1224.15567180499
"244",2050,"baseline",0.703703703703704,476.998091889458,1224.15567180499
"245",2050,"noun",0.404761904761905,476.998091889458,1224.15567180499
"246",2050,"verb",0.710526315789474,476.998091889458,1224.15567180499
"247",2100,"baseline",0.698795180722892,476.998091889458,1224.15567180499
"248",2100,"noun",0.379310344827586,476.998091889458,1224.15567180499
"249",2100,"verb",0.697368421052632,476.998091889458,1224.15567180499
"250",2150,"baseline",0.695121951219512,476.998091889458,1224.15567180499
"251",2150,"noun",0.390243902439024,476.998091889458,1224.15567180499
"252",2150,"verb",0.693333333333333,476.998091889458,1224.15567180499
"253",2200,"baseline",0.710843373493976,476.998091889458,1224.15567180499
"254",2200,"noun",0.379310344827586,476.998091889458,1224.15567180499
"255",2200,"verb",0.671052631578947,476.998091889458,1224.15567180499
"256",2250,"baseline",0.702380952380952,476.998091889458,1224.15567180499
"257",2250,"noun",0.380952380952381,476.998091889458,1224.15567180499
"258",2250,"verb",0.653333333333333,476.998091889458,1224.15567180499
"259",2300,"baseline",0.714285714285714,476.998091889458,1224.15567180499
"260",2300,"noun",0.425287356321839,476.998091889458,1224.15567180499
"261",2300,"verb",0.64,476.998091889458,1224.15567180499
"262",2350,"baseline",0.695121951219512,476.998091889458,1224.15567180499
"263",2350,"noun",0.404761904761905,476.998091889458,1224.15567180499
"264",2350,"verb",0.653333333333333,476.998091889458,1224.15567180499
"265",2400,"baseline",0.697674418604651,476.998091889458,1224.15567180499
"266",2400,"noun",0.404494382022472,476.998091889458,1224.15567180499
"267",2400,"verb",0.649350649350649,476.998091889458,1224.15567180499
"268",2450,"baseline",0.682926829268293,476.998091889458,1224.15567180499
"269",2450,"noun",0.423529411764706,476.998091889458,1224.15567180499
"270",2450,"verb",0.68,476.998091889458,1224.15567180499
"271",2500,"baseline",0.686746987951807,476.998091889458,1224.15567180499
"272",2500,"noun",0.397727272727273,476.998091889458,1224.15567180499
"273",2500,"verb",0.671052631578947,476.998091889458,1224.15567180499
"274",2550,"baseline",0.666666666666667,476.998091889458,1224.15567180499
"275",2550,"noun",0.402298850574713,476.998091889458,1224.15567180499
"276",2550,"verb",0.662162162162162,476.998091889458,1224.15567180499
"277",2600,"baseline",0.666666666666667,476.998091889458,1224.15567180499
"278",2600,"noun",0.382022471910112,476.998091889458,1224.15567180499
"279",2600,"verb",0.636363636363636,476.998091889458,1224.15567180499
"280",2650,"baseline",0.650602409638554,476.998091889458,1224.15567180499
"281",2650,"noun",0.382022471910112,476.998091889458,1224.15567180499
"282",2650,"verb",0.671232876712329,476.998091889458,1224.15567180499
"283",2700,"baseline",0.609195402298851,476.998091889458,1224.15567180499
"284",2700,"noun",0.375,476.998091889458,1224.15567180499
"285",2700,"verb",0.653333333333333,476.998091889458,1224.15567180499
"286",2750,"baseline",0.585365853658537,476.998091889458,1224.15567180499
"287",2750,"noun",0.35632183908046,476.998091889458,1224.15567180499
"288",2750,"verb",0.689189189189189,476.998091889458,1224.15567180499
"289",2800,"baseline",0.590361445783133,476.998091889458,1224.15567180499
"290",2800,"noun",0.311111111111111,476.998091889458,1224.15567180499
"291",2800,"verb",0.688311688311688,476.998091889458,1224.15567180499
"292",2850,"baseline",0.580246913580247,476.998091889458,1224.15567180499
"293",2850,"noun",0.298850574712644,476.998091889458,1224.15567180499
"294",2850,"verb",0.702702702702703,476.998091889458,1224.15567180499
"295",2900,"baseline",0.611764705882353,476.998091889458,1224.15567180499
"296",2900,"noun",0.311111111111111,476.998091889458,1224.15567180499
"297",2900,"verb",0.671052631578947,476.998091889458,1224.15567180499
"298",2950,"baseline",0.602409638554217,476.998091889458,1224.15567180499
"299",2950,"noun",0.329545454545455,476.998091889458,1224.15567180499
"300",2950,"verb",0.680555555555556,476.998091889458,1224.15567180499
"301",3000,"baseline",0.630952380952381,476.998091889458,1224.15567180499
"302",3000,"noun",0.352272727272727,476.998091889458,1224.15567180499
"303",3000,"verb",0.653333333333333,476.998091889458,1224.15567180499
"304",3050,"baseline",0.617283950617284,476.998091889458,1224.15567180499
"305",3050,"noun",0.375,476.998091889458,1224.15567180499
"306",3050,"verb",0.666666666666667,476.998091889458,1224.15567180499
"307",3100,"baseline",0.6,476.998091889458,1224.15567180499
"308",3100,"noun",0.397727272727273,476.998091889458,1224.15567180499
"309",3100,"verb",0.648648648648649,476.998091889458,1224.15567180499
"310",3150,"baseline",0.573170731707317,476.998091889458,1224.15567180499
"311",3150,"noun",0.409090909090909,476.998091889458,1224.15567180499
"312",3150,"verb",0.626666666666667,476.998091889458,1224.15567180499
"313",3200,"baseline",0.569767441860465,476.998091889458,1224.15567180499
"314",3200,"noun",0.441860465116279,476.998091889458,1224.15567180499
"315",3200,"verb",0.6,476.998091889458,1224.15567180499
"316",3250,"baseline",0.573170731707317,476.998091889458,1224.15567180499
"317",3250,"noun",0.441860465116279,476.998091889458,1224.15567180499
"318",3250,"verb",0.561643835616438,476.998091889458,1224.15567180499
"319",3300,"baseline",0.576470588235294,476.998091889458,1224.15567180499
"320",3300,"noun",0.459770114942529,476.998091889458,1224.15567180499
"321",3300,"verb",0.578947368421053,476.998091889458,1224.15567180499
"322",3350,"baseline",0.560975609756098,476.998091889458,1224.15567180499
"323",3350,"noun",0.453488372093023,476.998091889458,1224.15567180499
"324",3350,"verb",0.597222222222222,476.998091889458,1224.15567180499
"325",3400,"baseline",0.546511627906977,476.998091889458,1224.15567180499
"326",3400,"noun",0.459770114942529,476.998091889458,1224.15567180499
"327",3400,"verb",0.56,476.998091889458,1224.15567180499
"328",3450,"baseline",0.567901234567901,476.998091889458,1224.15567180499
"329",3450,"noun",0.453488372093023,476.998091889458,1224.15567180499
"330",3450,"verb",0.577464788732394,476.998091889458,1224.15567180499
"331",3500,"baseline",0.585365853658537,476.998091889458,1224.15567180499
"332",3500,"noun",0.447058823529412,476.998091889458,1224.15567180499
"333",3500,"verb",0.540540540540541,476.998091889458,1224.15567180499
"334",3550,"baseline",0.58974358974359,476.998091889458,1224.15567180499
"335",3550,"noun",0.443181818181818,476.998091889458,1224.15567180499
"336",3550,"verb",0.547945205479452,476.998091889458,1224.15567180499
"337",3600,"baseline",0.595238095238095,476.998091889458,1224.15567180499
"338",3600,"noun",0.44578313253012,476.998091889458,1224.15567180499
"339",3600,"verb",0.546666666666667,476.998091889458,1224.15567180499
"340",3650,"baseline",0.592592592592593,476.998091889458,1224.15567180499
"341",3650,"noun",0.441860465116279,476.998091889458,1224.15567180499
"342",3650,"verb",0.564102564102564,476.998091889458,1224.15567180499
"343",3700,"baseline",0.55421686746988,476.998091889458,1224.15567180499
"344",3700,"noun",0.433734939759036,476.998091889458,1224.15567180499
"345",3700,"verb",0.558441558441558,476.998091889458,1224.15567180499
"346",3750,"baseline",0.556962025316456,476.998091889458,1224.15567180499
"347",3750,"noun",0.409638554216867,476.998091889458,1224.15567180499
"348",3750,"verb",0.539473684210526,476.998091889458,1224.15567180499
"349",3800,"baseline",0.542168674698795,476.998091889458,1224.15567180499
"350",3800,"noun",0.416666666666667,476.998091889458,1224.15567180499
"351",3800,"verb",0.56,476.998091889458,1224.15567180499
"352",3850,"baseline",0.5375,476.998091889458,1224.15567180499
"353",3850,"noun",0.421686746987952,476.998091889458,1224.15567180499
"354",3850,"verb",0.571428571428571,476.998091889458,1224.15567180499
"355",3900,"baseline",0.542168674698795,476.998091889458,1224.15567180499
"356",3900,"noun",0.428571428571429,476.998091889458,1224.15567180499
"357",3900,"verb",0.578947368421053,476.998091889458,1224.15567180499
"358",3950,"baseline",0.544303797468354,476.998091889458,1224.15567180499
"359",3950,"noun",0.44047619047619,476.998091889458,1224.15567180499
"360",3950,"verb",0.6,476.998091889458,1224.15567180499
"361",4000,"baseline",0.548780487804878,476.998091889458,1224.15567180499
"362",4000,"noun",0.44578313253012,476.998091889458,1224.15567180499
"363",4000,"verb",0.613333333333333,476.998091889458,1224.15567180499
"364",4050,"baseline",0.555555555555556,476.998091889458,1224.15567180499
"365",4050,"noun",0.433734939759036,476.998091889458,1224.15567180499
"366",4050,"verb",0.657534246575342,476.998091889458,1224.15567180499
"367",4100,"baseline",0.558139534883721,476.998091889458,1224.15567180499
"368",4100,"noun",0.419753086419753,476.998091889458,1224.15567180499
"369",4100,"verb",0.644736842105263,476.998091889458,1224.15567180499
"370",4150,"baseline",0.575,476.998091889458,1224.15567180499
"371",4150,"noun",0.426829268292683,476.998091889458,1224.15567180499
"372",4150,"verb",0.680555555555556,476.998091889458,1224.15567180499
"373",4200,"baseline",0.576470588235294,476.998091889458,1224.15567180499
"374",4200,"noun",0.426829268292683,476.998091889458,1224.15567180499
"375",4200,"verb",0.662162162162162,476.998091889458,1224.15567180499
"376",4250,"baseline",0.582278481012658,476.998091889458,1224.15567180499
"377",4250,"noun",0.432098765432099,476.998091889458,1224.15567180499
"378",4250,"verb",0.684931506849315,476.998091889458,1224.15567180499
"379",4300,"baseline",0.55421686746988,476.998091889458,1224.15567180499
"380",4300,"noun",0.404761904761905,476.998091889458,1224.15567180499
"381",4300,"verb",0.689189189189189,476.998091889458,1224.15567180499
"382",4350,"baseline",0.6,476.998091889458,1224.15567180499
"383",4350,"noun",0.375,476.998091889458,1224.15567180499
"384",4350,"verb",0.716216216216216,476.998091889458,1224.15567180499
"385",4400,"baseline",0.593023255813954,476.998091889458,1224.15567180499
"386",4400,"noun",0.382716049382716,476.998091889458,1224.15567180499
"387",4400,"verb",0.697368421052632,476.998091889458,1224.15567180499
"388",4450,"baseline",0.6,476.998091889458,1224.15567180499
"389",4450,"noun",0.378048780487805,476.998091889458,1224.15567180499
"390",4450,"verb",0.726027397260274,476.998091889458,1224.15567180499
"391",4500,"baseline",0.6,476.998091889458,1224.15567180499
"392",4500,"noun",0.390243902439024,476.998091889458,1224.15567180499
"393",4500,"verb",0.712328767123288,476.998091889458,1224.15567180499
"394",4550,"baseline",0.602409638554217,476.998091889458,1224.15567180499
"395",4550,"noun",0.409638554216867,476.998091889458,1224.15567180499
"396",4550,"verb",0.714285714285714,476.998091889458,1224.15567180499
"397",4600,"baseline",0.619047619047619,476.998091889458,1224.15567180499
"398",4600,"noun",0.409638554216867,476.998091889458,1224.15567180499
"399",4600,"verb",0.662162162162162,476.998091889458,1224.15567180499
"400",4650,"baseline",0.607594936708861,476.998091889458,1224.15567180499
"401",4650,"noun",0.378048780487805,476.998091889458,1224.15567180499
"402",4650,"verb",0.681159420289855,476.998091889458,1224.15567180499
"403",4700,"baseline",0.602409638554217,476.998091889458,1224.15567180499
"404",4700,"noun",0.373493975903614,476.998091889458,1224.15567180499
"405",4700,"verb",0.643835616438356,476.998091889458,1224.15567180499
"406",4750,"baseline",0.58974358974359,476.998091889458,1224.15567180499
"407",4750,"noun",0.382716049382716,476.998091889458,1224.15567180499
"408",4750,"verb",0.681159420289855,476.998091889458,1224.15567180499
"409",4800,"baseline",0.590361445783133,476.998091889458,1224.15567180499
"410",4800,"noun",0.392857142857143,476.998091889458,1224.15567180499
"411",4800,"verb",0.648648648648649,476.998091889458,1224.15567180499
"412",4850,"baseline",0.584415584415584,476.998091889458,1224.15567180499
"413",4850,"noun",0.397590361445783,476.998091889458,1224.15567180499
"414",4850,"verb",0.666666666666667,476.998091889458,1224.15567180499
"415",4900,"baseline",0.580246913580247,476.998091889458,1224.15567180499
"416",4900,"noun",0.432098765432099,476.998091889458,1224.15567180499
"417",4900,"verb",0.621621621621622,476.998091889458,1224.15567180499
"418",4950,"baseline",0.586666666666667,476.998091889458,1224.15567180499
"419",4950,"noun",0.45,476.998091889458,1224.15567180499
"420",4950,"verb",0.656716417910448,476.998091889458,1224.15567180499
"421",5000,"baseline",0.58974358974359,476.998091889458,1224.15567180499
"422",5000,"noun",0.45679012345679,476.998091889458,1224.15567180499
"423",5000,"verb",0.619718309859155,476.998091889458,1224.15567180499
"424",5050,"baseline",0.578947368421053,476.998091889458,1224.15567180499
"425",5050,"noun",0.4625,476.998091889458,1224.15567180499
"426",5050,"verb",0.623188405797101,476.998091889458,1224.15567180499
"427",5100,"baseline",0.597402597402597,476.998091889458,1224.15567180499
"428",5100,"noun",0.481012658227848,476.998091889458,1224.15567180499
"429",5100,"verb",0.569444444444444,476.998091889458,1224.15567180499
"430",5150,"baseline",0.597222222222222,476.998091889458,1224.15567180499
"431",5150,"noun",0.480519480519481,476.998091889458,1224.15567180499
"432",5150,"verb",0.611940298507463,476.998091889458,1224.15567180499
"433",5200,"baseline",0.584415584415584,476.998091889458,1224.15567180499
"434",5200,"noun",0.467532467532468,476.998091889458,1224.15567180499
"435",5200,"verb",0.583333333333333,476.998091889458,1224.15567180499
"436",5250,"baseline",0.577464788732394,476.998091889458,1224.15567180499
"437",5250,"noun",0.474358974358974,476.998091889458,1224.15567180499
"438",5250,"verb",0.626865671641791,476.998091889458,1224.15567180499
"439",5300,"baseline",0.594594594594595,476.998091889458,1224.15567180499
"440",5300,"noun",0.475609756097561,476.998091889458,1224.15567180499
"441",5300,"verb",0.602941176470588,476.998091889458,1224.15567180499
"442",5350,"baseline",0.597222222222222,476.998091889458,1224.15567180499
"443",5350,"noun",0.467532467532468,476.998091889458,1224.15567180499
"444",5350,"verb",0.634920634920635,476.998091889458,1224.15567180499
"445",5400,"baseline",0.586666666666667,476.998091889458,1224.15567180499
"446",5400,"noun",0.474358974358974,476.998091889458,1224.15567180499
"447",5400,"verb",0.608695652173913,476.998091889458,1224.15567180499
"448",5450,"baseline",0.541666666666667,476.998091889458,1224.15567180499
"449",5450,"noun",0.473684210526316,476.998091889458,1224.15567180499
"450",5450,"verb",0.603174603174603,476.998091889458,1224.15567180499
"451",5500,"baseline",0.575342465753425,476.998091889458,1224.15567180499
"452",5500,"noun",0.525,476.998091889458,1224.15567180499
"453",5500,"verb",0.567164179104478,476.998091889458,1224.15567180499
"454",5550,"baseline",0.563380281690141,476.998091889458,1224.15567180499
"455",5550,"noun",0.533333333333333,476.998091889458,1224.15567180499
"456",5550,"verb",0.612903225806452,476.998091889458,1224.15567180499
"457",5600,"baseline",0.56,476.998091889458,1224.15567180499
"458",5600,"noun",0.573333333333333,476.998091889458,1224.15567180499
"459",5600,"verb",0.590909090909091,476.998091889458,1224.15567180499
"460",5650,"baseline",0.527777777777778,476.998091889458,1224.15567180499
"461",5650,"noun",0.547945205479452,476.998091889458,1224.15567180499
"462",5650,"verb",0.645161290322581,476.998091889458,1224.15567180499
"463",5700,"baseline",0.541666666666667,476.998091889458,1224.15567180499
"464",5700,"noun",0.546666666666667,476.998091889458,1224.15567180499
"465",5700,"verb",0.611940298507463,476.998091889458,1224.15567180499
"466",5750,"baseline",0.550724637681159,476.998091889458,1224.15567180499
"467",5750,"noun",0.534246575342466,476.998091889458,1224.15567180499
"468",5750,"verb",0.645161290322581,476.998091889458,1224.15567180499
"469",5800,"baseline",0.563380281690141,476.998091889458,1224.15567180499
"470",5800,"noun",0.533333333333333,476.998091889458,1224.15567180499
"471",5800,"verb",0.582089552238806,476.998091889458,1224.15567180499
"472",5850,"baseline",0.557142857142857,476.998091889458,1224.15567180499
"473",5850,"noun",0.486842105263158,476.998091889458,1224.15567180499
"474",5850,"verb",0.615384615384615,476.998091889458,1224.15567180499
"475",5900,"baseline",0.569444444444444,476.998091889458,1224.15567180499
"476",5900,"noun",0.486842105263158,476.998091889458,1224.15567180499
"477",5900,"verb",0.6,476.998091889458,1224.15567180499
"478",5950,"baseline",0.574468085106383,476.998091889458,1224.15567180499
"479",5950,"noun",0.428571428571429,476.998091889458,1224.15567180499
"480",5950,"verb",0.578947368421053,476.998091889458,1224.15567180499
"481",6000,"noun",0,476.998091889458,1224.15567180499
"482",6000,"verb",0,476.998091889458,1224.15567180499
